,genres,id,release_date,title,vote_average
5774,Crime,22257,1981-01-01,Vabank,7
19409,Documentary,122492,2012-05-04,The Punk Syndrome,7
19484,Drama,255948,2008-11-01,Nanayo,7
31594,Comedy,23619,2008-10-31,We Can Do That,7
34253,Crime,84254,1981-01-02,The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles,7
14876,Documentary,29785,2008-10-31,Of Time and the City,7
22012,Documentary,159151,2013-09-27,Muscle Shoals,7
14666,Drama,101006,2008-10-30,Liverpool,7
21303,Documentary,23368,2008-10-30,Let's Make Money,7
36346,Foreign,33842,2008-10-29,25 Carat,7
15509,Drama,61222,2008-10-29,Home,7
37599,Crime,224339,2013-09-27,Onaayum Aattukkuttiyum,7
21592,Science Fiction,49047,2013-09-27,Gravity,7
22201,Comedy,176297,2008-10-27,Dead Set,7
19679,Documentary,89638,2012-05-11,Steve Jobs: The Lost Interview,7
8602,Drama,20108,1966-05-25,Au Hasard Balthazar,7
38084,Animation,212156,2013-09-28,The Garden of Sinners: Future Gospel,7
22468,Drama,177945,2013-09-28,"Like Father, Like Son",7
14119,Comedy,5060,1966-05-20,Carry On Screaming,7
28436,Crime,186975,2013-09-29,"Norte, the End of History",7
14931,Horror,30903,1971-01-15,Blade of the Ripper,7
23856,Documentary,217316,2013-09-30,1,7
25509,Comedy,52913,1978-10-10,Little Italy,7
5561,Drama,76411,1980-10-17,Times Square,7
29508,Documentary,168864,2013-09-13,GMO OMG,7
43162,Animation,66628,1980-04-25,Toward the Terra,7
2974,Action,11953,1980-04-26,Kagemusha,7
13590,Comedy,19833,2009-01-22,In the Loop,7
15261,Horror,39024,2009-01-22,The Forbidden Door,7
4060,Romance,1888,1966-10-19,The Fortune Cookie,7
33820,Action,33106,2009-01-20,Silver Medalist,7
17027,Drama,43817,2009-01-19,White Lightnin',7
8678,Comedy,36850,1971-03-11,A New Leaf,7
3689,Drama,13783,1980-05-15,Breaker Morant,7
29495,Drama,214074,2013-09-05,October November,7
24417,Documentary,115214,2013-09-06,My Father And The Man In Black,7
23536,Comedy,100271,2012-04-21,A Letter to Momo,7
38726,Comedy,243306,2012-04-22,The Perfect Wedding,7
24493,Drama,190173,1980-04-25,Heart Beat,7
6535,Drama,6619,1971-03-01,Death in Venice,7
14869,Documentary,18489,2009-01-18,The Yes Men Fix the World,7
24194,Comedy,42493,1971-02-19,Cold Turkey,7
14737,Action,40083,1970-12-31,Sometimes a Great Notion,7
5069,Comedy,39543,1980-05-21,Mon Oncle d'Amérique,7
31417,Drama,53121,2009-01-17,Barking Water,7
4932,Mystery,20620,1966-10-05,Seconds,7
29793,Drama,273879,1980-05-21,Black Angel,7
15468,Documentary,37659,2009-01-17,When You're Strange,7
33269,Thriller,243884,2013-09-06,Fish & Cat,7
21224,Drama,112198,2012-04-25,What's in a Name,7
16619,Documentary,45485,2009-01-16,I Knew It Was You: Rediscovering John Cazale,7
20736,Action,64875,1966-10-01,The Fighting Prince of Donegal,7
15178,Documentary,26694,2009-01-15,Big River Man,7
17818,Science Fiction,24428,2012-04-25,The Avengers,7
20493,Documentary,55204,2009-01-31,Which Way Home,7
36646,War,111988,1980-04-16,Alexander the Great,7
40934,Documentary,20784,2009-02-01,Charles Darwin and the Tree of Life,7
32184,Drama,250312,2013-09-01,"Mary Is Happy, Mary Is Happy.",7
4658,Drama,21028,1980-02-11,Moscow Does Not Believe in Tears,7
36109,History,243794,2013-09-01,Alone Yet Not Alone,7
20828,Documentary,130804,2012-05-23,Sofia's Last Ambulance,7
14986,Drama,37181,2009-02-10,About Elly,7
14995,Crime,21467,2009-02-09,The Bone Man,7
14310,Animation,24238,2009-02-09,Mary and Max,7
14847,Animation,26963,2009-02-09,The Secret of Kells,7
5075,Comedy,18910,1980-02-29,The Ninth Configuration,7
18965,Drama,22683,2009-02-07,Gifted Hands: The Ben Carson Story,7
4705,Drama,16769,1980-03-07,Coal Miner's Daughter,7
28179,Music,69499,2009-02-06,Naan Kadavul,7
6165,Science Fiction,10514,1971-03-12,The Andromeda Strain,7
4912,Comedy,16127,1980-03-21,Forbidden Zone,7
21611,Drama,96721,2013-09-02,Rush,7
30909,Comedy,15977,2009-02-06,Dev.D,7
29597,Comedy,300302,2013-09-02,Comedy Central Roast of James Franco,7
13371,Animation,14836,2009-02-05,Coraline,7
4703,Horror,13550,1980-03-27,The Changeling,7
12784,Family,13353,1966-10-27,"It's the Great Pumpkin, Charlie Brown",7
32351,Music,60279,2009-02-05,Made in Hungaria,7
19557,Documentary,15004,2009-02-03,His Name Was Jason: 30 Years of Friday the 13th,7
28050,Comedy,27866,2009-02-03,Kevin Hart: I'm a Grown Little Man,7
6348,War,4708,1966-10-26,Is Paris Burning?,7
5108,Comedy,41034,1980-03-28,Serial,7
14961,Comedy,66953,1966-10-21,"Who Are You, Polly Maggoo?",7
5565,Action,47942,1980-03-28,When Time Ran Out...,7
26471,Action,4529,1966-10-20,The Defector,7
29459,Drama,201132,2013-09-05,Antarctica: A Year on Ice,7
1177,Music,525,1980-06-17,The Blues Brothers,7
4700,Crime,1623,1980-06-20,Brubaker,7
26324,Drama,133365,2009-01-09,The Diary of Anne Frank,7
11563,War,90560,1966-10-01,Red Angel,7
41730,Animation,31160,2009-01-01,Alma,7
41697,Comedy,110549,2012-05-20,Hannibal Buress: Animal Furnace,7
22248,TV Movie,220674,2013-09-11,The Wipers Times,7
24927,Documentary,203179,2012-04-28,Magic Camp,7
2041,Action,8393,1980-09-10,The Gods Must Be Crazy,7
39242,Music,50125,1980-09-14,AC/DC- Let There Be Rock,7
4710,Drama,1716,1980-09-17,The Last Metro,7
12403,Drama,76235,1966-08-19,Hunger,7
1847,Drama,16619,1980-09-19,Ordinary People,7
30848,Animation,16390,2009-01-01,Scooby-Doo! and the Samurai Sword,7
30604,Documentary,215741,2013-09-12,How Strange to be Named Federico: Scola Narrates Fellini,7
16849,Documentary,57409,2009-01-01,"Hugh Hefner: Playboy, Activist and Rebel",7
22284,Drama,54276,1966-08-13,Zatôichi's Pilgrimage,7
44682,Documentary,45764,1971-01-01,Handicapped Future,7
21764,Drama,65481,1980-09-26,Germany Pale Mother,7
26789,Drama,51681,1980-09-30,Playing for Time,7
23365,Documentary,222724,2013-09-13,Crystal Lake Memories: The Complete History of Friday the 13th,7
5047,Drama,10889,1980-10-01,Gloria,7
36117,Drama,58500,2009-01-01,The Butterfly Circus,7
39846,Music,26803,1980-10-01,Breaking Glass,7
2200,Drama,1955,1980-10-02,The Elephant Man,7
1241,Science Fiction,16633,1980-10-02,Somewhere in Time,7
30640,Drama,17903,2008-12-30,A Frozen Flower,7
27008,Drama,112234,1971-01-01,Women in Revolt,7
34777,Adventure,317190,2008-12-25,Doctor Who: The Next Doctor,7
33706,Action,141819,2013-09-13,Unforgiven,7
19338,Drama,42152,1980-10-08,From the Life of the Marionettes,7
32216,Adventure,42515,1966-08-03,The Man Called Flintstone,7
27736,Documentary,85642,1980-10-12,Garlic Is As Good As Ten Mothers,7
43719,Mystery,114464,2012-04-28,Design of Death,7
19505,Drama,110160,2012-05-18,Laurence Anyways,7
14455,Animation,47466,1980-09-05,The Fly,7
23057,Drama,209276,2013-09-09,Starred Up,7
21948,Drama,152532,2013-09-07,Dallas Buyers Club,7
6167,Drama,1714,1966-09-14,Fahrenheit 451,7
4826,Action,42160,1980-06-27,The Stunt Man,7
30842,Horror,90029,1971-02-18,The Mad Butcher,7
23422,Comedy,198277,2013-09-07,Begin Again,7
25994,Documentary,151044,2012-04-26,McCullin,7
11613,Action,42721,1966-09-09,Fighting Elegy,7
13654,War,15384,2009-01-07,Red Cliff Part II,7
2676,Comedy,813,1980-07-02,Airplane!,7
23330,Drama,205601,2013-09-08,Belle,7
16937,Drama,21372,2009-01-01,Life Is Hot in Cracktown,7
14261,Drama,39488,2009-01-01,Giant,7
21513,Animation,32389,2009-01-01,Logorama,7
17895,Horror,63025,1971-02-17,A Lizard in a Woman's Skin,7
29531,Animation,28969,2009-01-01,The Velveteen Rabbit,7
8587,Drama,17295,1966-09-08,The Battle of Algiers,7
42079,Action,211387,2013-09-08,Marvel One-Shot: Agent Carter,7
4803,Action,69716,1980-07-24,The Earthling,7
15605,Documentary,42039,2009-01-01,All Tomorrow's Parties,7
31207,Drama,212748,2013-09-09,Rhymes for Young Ghouls,7
13881,Documentary,64831,2009-01-01,The Boys: The Sherman Brothers' Story,7
15403,Documentary,40819,2009-01-01,Best Worst Movie,7
13678,Documentary,30312,2009-01-01,Outrage,7
25750,Comedy,173732,1971-01-01,Bang Bang,7
15620,Documentary,30966,2009-01-01,Facing Ali,7
14523,Drama,89785,1966-09-05,Yesterday Girl,7
17042,Animation,52032,2009-01-01,My Dog Tulip,7
35668,Drama,215908,2013-09-09,Noah,7
29749,Documentary,111173,2012-04-28,Time Zero: The Last Year of Polaroid Film,7
33139,Western,14169,1966-08-27,Arizona Colt,7
10879,Drama,1561,1967-03-28,Mouchette,7
32288,Animation,20183,1978-10-30,"Puff, the Magic Dragon",7
1042,Family,252,1971-06-29,Willy Wonka & the Chocolate Factory,7
35573,Drama,52870,2010-02-20,Parade,7
31208,Documentary,46197,2010-02-19,White Lion,7
4312,Action,12481,1971-10-02,The Big Boss,7
21902,Documentary,174366,2013-04-23,Bridegroom,7
2673,Comedy,9267,1971-09-28,And Now for Something Completely Different,7
8775,Drama,54140,1977-01-25,Providence,7
14825,Drama,11324,2010-02-18,Shutter Island,7
15930,Animation,41201,2010-02-16,The Illusionist,7
27139,Romance,149468,1967-11-04,"War and Peace, Part IV: Pierre Bezukhov",7
19637,Action,117691,2012-06-22,Gangs of Wasseypur,7
4309,Horror,11906,1977-02-01,Suspiria,7
16909,Drama,39356,2010-02-14,Boy,7
29652,Action,52810,1977-02-03,"The Cynic, the Rat & the Fist",7
21472,Action,30061,2010-02-23,Justice League: Crisis on Two Earths,7
31308,Crime,5748,1967-11-01,Good Morning... and Goodbye!,7
14891,Drama,26022,2010-02-12,My Name Is Khan,7
6490,Horror,11206,1967-10-26,Wait Until Dark,7
5158,Drama,11590,1977-02-25,Slap Shot,7
17679,Drama,121530,1977-02-26,Boys,7
8762,Adventure,26842,1977-03-09,The Message,7
14802,Drama,33602,2010-02-06,Temple Grandin,7
39987,Documentary,91921,2012-02-23,Ecstasy of Order: The Tetris Masters,7
24008,Drama,180856,2013-04-26,King's Faith,7
17262,Drama,56231,1971-09-17,The Working Class Goes to Paradise,7
3554,Drama,985,1977-03-19,Eraserhead,7
18451,Animation,36865,2010-02-05,The Disappearance of Haruhi Suzumiya,7
25285,Drama,74092,2010-02-03,Bleak Night,7
7345,Crime,5511,1967-10-25,Le Samouraï,7
17635,Comedy,40794,2010-02-12,Loose Cannons,7
7072,Documentary,5205,1977-01-18,Pumping Iron,7
27292,Action,55762,1977-01-14,Sweeney!,7
25880,Romance,126432,1967-11-18,Scattered Clouds,7
15986,Drama,74896,1967-12-13,The Fox,7
5358,Action,43915,1967-12-13,Fathom,7
2809,Drama,8416,1970-10-21,The Conformist,7
3331,Comedy,1879,1967-12-11,Guess Who's Coming to Dinner,7
20934,Documentary,48227,1977-01-01,La Soufrière,7
21291,Documentary,174322,2013-04-20,Gasland Part II,7
11784,Documentary,20553,1977-01-01,21 Up,7
25541,Documentary,174309,2013-04-20,Teenage,7
40561,Drama,104285,1977-01-01,Desires,7
18714,Drama,41411,2010-03-10,The Round Up,7
40189,Science Fiction,225745,2013-04-20,Steins;Gate: The Movie − Load Region of Déjà Vu,7
28788,Animation,118412,2012-06-23,Berserk: The Golden Age Arc 2 - The Battle for Doldrey,7
17893,Drama,149507,1977-01-01,The Report,7
3035,Drama,25188,1971-10-03,The Last Picture Show,7
39807,Thriller,50461,2010-03-06,Liar Game: The Final Stage,7
14984,Fantasy,10191,2010-03-05,How to Train Your Dragon,7
24888,TV Movie,188538,2013-04-21,Remember Sunday,7
12025,Western,45211,1967-11-23,Face to Face,7
24277,Animation,234284,2010-03-05,Time of Eve: The Movie,7
29026,Comedy,35428,2010-03-04,What Men Talk About,7
40222,Drama,115929,2012-02-15,Cool Kids Don't Cry,7
28262,Drama,37058,2010-03-01,I'm Here,7
33511,Crime,63071,1977-01-01,The Bishop's Bedroom,7
25154,Action,22124,1977-01-01,Executioners from Shaolin,7
23315,Documentary,53223,1977-01-01,Powers of Ten,7
37509,Drama,37941,2010-02-26,Vinnaithaandi Varuvaayaa,7
2187,Comedy,30197,1967-11-22,The Producers,7
4990,Drama,11698,1977-01-12,Stroszek,7
11697,Mystery,42595,1970-10-25,The Spider's Stratagem,7
9165,Crime,5511,1967-10-25,Le Samouraï,7
6703,Crime,18900,1967-12-14,In Cold Blood,7
32488,Documentary,84401,2012-02-24,Sholem Aleichem: Laughing In The Darkness,7
32504,Action,76871,1971-09-15,The Widow Couderc,7
20922,Action,54138,2013-05-05,Star Trek Into Darkness,7
4059,Music,31151,1970-11-11,Elvis That's the Way It Is,7
8621,Documentary,41212,1967-09-23,Titicut Follies,7
32355,Comedy,77882,1970-11-12,The Rise and Rise of Michael Rimmer,7
15978,Thriller,50475,2010-01-07,No Mercy,7
14685,Drama,32097,1977-06-15,"The Devil, Probably",7
32587,Comedy,12598,1971-08-31,Jo,7
19411,Documentary,84169,2012-06-14,Ai Weiwei: Never Sorry,7
13661,Comedy,64115,1971-08-27,I Hate Mondays,7
14701,Drama,40660,2010-01-06,If You Love,7
7550,Drama,5902,1977-06-15,A Bridge Too Far,7
18013,Drama,42696,1967-09-22,"Love Affair, or the Case of the Missing Switchboard Operator",7
8776,Action,38985,1977-06-24,Sorcerer,7
20956,Drama,27861,1977-06-06,Mimino,7
33551,Animation,184608,2013-05-09,Saint Young Men,7
5883,Drama,11222,1977-06-26,The American Friend,7
30664,Action,56095,1977-06-29,The Invincible Armour,7
13705,Comedy,8211,1967-09-15,Our Folks,7
27095,Documentary,81646,2010-01-01,Marathon Boy,7
37341,Science Fiction,85107,2010-01-01,Slow Action,7
16160,Drama,93669,1978-10-08,The Meetings of Anna,7
24030,Documentary,281468,2010-01-01,Killing Us Softly 4: Advertising's Image Of Women,7
14472,Documentary,58435,1977-07-07,Hitler: A Film from Germany,7
20910,Drama,64682,2013-05-10,The Great Gatsby,7
18603,Comedy,51578,1967-09-01,Happy End,7
20337,Documentary,103667,2010-01-01,Murder by Proxy:  How America Went Postal,7
45222,Documentary,60378,1977-07-08,Hitler: A Career,7
21327,Documentary,58291,2010-01-01,The Battle for Marjah,7
33519,Drama,92572,1967-09-20,The Tiger and the Pussycat,7
20624,Documentary,96088,2012-03-01,Gregory Crewdson: Brief Encounters,7
27648,Documentary,152113,2012-06-18,Planet Ocean,7
9564,Music,41384,1977-06-02,The Grateful Dead,7
15766,Documentary,55063,2010-01-27,Still Bill,7
8606,Action,104237,1967-10-21,Dragon Inn,7
1969,Family,9325,1967-10-17,The Jungle Book,7
31790,Comedy,189227,2013-05-01,Soodhu Kavvum,7
23131,Documentary,51486,2010-01-25,Jean-Michel Basquiat: The Radiant Child,7
18014,Documentary,138535,1977-04-16,11 x 14,7
15139,Documentary,39452,2010-01-24,Exit Through the Gift Shop,7
39601,Drama,42498,1970-10-27,The Adversary,7
16418,Documentary,46689,2010-01-24,Waste Land,7
20850,Drama,103731,2013-05-01,Mud,7
21177,Documentary,80597,2010-01-24,My Perestroika,7
15724,Documentary,40663,2010-01-24,Gasland,7
1186,Comedy,703,1977-04-19,Annie Hall,7
8771,Drama,1421,1977-04-27,The Man Who Loved Women,7
20091,Documentary,98886,2012-06-20,Kumaré,7
16384,Comedy,46838,2010-01-22,Tucker and Dale vs Evil,7
22123,Drama,31332,1967-10-14,The Stranger,7
7979,Drama,69903,1977-05-17,The Greatest,7
22940,Drama,87017,2010-01-20,Leo's Room,7
32867,Comedy,2798,1967-10-10,Oscar,7
15677,Drama,31900,2010-01-20,Gainsbourg: A Heroic Life,7
20815,Action,76589,2012-02-28,Justice League: Doom,7
33949,Family,160106,2010-01-18,Škola princů,7
32207,Crime,190945,2013-05-02,Mumbai Police,7
45142,Animation,197210,1977-05-25,Polygon,7
16127,Comedy,36940,2010-01-15,The First Beautiful Thing,7
36273,Horror,29114,1977-06-01,Satan's Cheerleaders,7
21140,Drama,127373,2013-05-02,What Maisie Knew,7
32622,Documentary,83232,1967-09-29,Portrait of Jason,7
7448,History,33157,1970-10-26,Waterloo,7
32777,Adventure,27934,1976-12-31,12 Chairs,7
36702,Drama,108949,1976-12-25,Insiang,7
9920,Drama,19971,1976-12-25,The Little Girl Who Lives Down the Lane,7
19462,Drama,103328,2012-07-02,Holy Motors,7
8753,Drama,3870,1976-09-03,1900,7
16116,Drama,48303,2010-05-18,Certified Copy,7
6917,War,11316,1971-10-13,The Tragedy of Macbeth,7
8739,Family,9385,1976-09-08,The Twelve Tasks of Asterix,7
17491,Drama,57389,2010-05-16,Four Times,7
19772,Drama,86837,2012-07-01,Amour,7
16043,Drama,51241,2010-05-16,Heartbeats,7
22990,Drama,182827,2013-04-04,The Great Passage,7
20488,Romance,132344,2013-04-05,Before Midnight,7
19353,Documentary,84334,2012-06-30,Searching for Sugar Man,7
36441,Drama,65707,1976-09-15,Duelle,7
21485,Drama,42355,2010-05-14,Taipei Exchanges,7
19028,Drama,45244,2010-05-19,"Life, Above All",7
31402,Drama,206514,1976-09-20,"I, Claudius",7
15370,Documentary,44999,2010-05-09,Casino Jack and the United States of Money,7
17241,Documentary,52918,2010-05-09,The Oath,7
15635,Documentary,44737,2010-05-07,Babies,7
20406,Documentary,133823,2012-02-11,Call Me Kuchu,7
38950,Family,11392,1976-10-01,The Olsen Gang Sees Red,7
15186,Comedy,37495,2010-05-07,Four Lions,7
22606,Documentary,104710,2012-02-11,Catastroika,7
28015,Documentary,183910,2013-04-05,Adjust Your Tracking: The Untold Story of the VHS Collector,7
41470,Documentary,52254,2010-05-06,David Wants to Fly,7
1844,Action,1051,1971-10-09,The French Connection,7
3429,Thriller,10518,1976-10-05,Marathon Man,7
18483,Documentary,76142,2010-05-05,Cameraman: The Life and Work of Jack Cardiff,7
24002,Drama,262357,2013-04-05,Redwood Highway,7
10064,Comedy,19413,1976-09-23,"Ugly, Dirty and Bad",7
29653,Action,53155,1976-08-27,Free Hand for a Tough Cop,7
29516,Drama,108309,2010-05-21,Portraits in a Sea of Lies,7
16051,Action,38234,2010-05-22,Undisputed III : Redemption,7
23697,Drama,108574,1976-06-04,A Child in the Crowd,7
32803,Drama,72614,1976-06-06,"One-Two, Soldiers Were Going...",7
31074,Romance,313646,2010-06-11,Mumbai Pune Mumbai,7
19298,Documentary,84383,2012-02-09,I Am Bruce Lee,7
25428,Drama,228634,2013-03-25,Wodehouse In Exile,7
35660,Comedy,182545,2013-03-26,Bingo,7
31693,Comedy,198521,1976-06-06,Sweet Revenge,7
30219,Comedy,46923,1968-01-01,Men Don't Cry,7
1302,Horror,794,1976-06-06,The Omen,7
26035,Documentary,152273,2013-03-27,The Sarnos: A Life in Dirty Movies,7
37158,Romance,64649,1976-06-12,The Watcher in the Attic,7
4891,Comedy,6037,1976-06-23,Murder by Death,7
3387,Drama,10747,1976-06-30,The Outlaw Josey Wales,7
33989,Comedy,184219,2013-03-28,Pee Mak Phrakanong,7
16741,Drama,54186,2010-06-04,Confessions,7
17623,Drama,39413,2010-06-02,My Afternoons with Margueritte,7
18517,Drama,75170,2010-06-01,Third Star,7
39805,Documentary,292298,2010-06-01,Meeting David Wilson,7
34621,Drama,193544,2013-03-29,Thou Gild'st the Even,7
23155,Fantasy,38626,2010-05-30,Going Postal,7
44136,Adventure,195065,1968-01-01,Adventures of Mowgli: The Kidnapping,7
21926,Comedy,88274,2010-05-28,Hello! How Are You?,7
15195,Documentary,37828,2010-05-27,Armadillo,7
4581,Action,12584,1976-08-11,The Shootist,7
868,Drama,79782,2010-05-25,Venice,7
20511,Comedy,130739,2012-07-03,A Coffee in Berlin,7
21512,Comedy,202495,2013-03-31,Polite People,7
19675,Documentary,105942,2010-05-24,ReGeneration,7
34243,Comedy,38362,1976-08-12,High Rollers,7
36427,Animation,89816,1967-12-31,The Bear That Wasn't,7
27939,Comedy,295069,2010-05-02,Saturday Night,7
26306,Comedy,120990,2012-06-30,Jim Norton: Please Be Offended,7
29655,Action,52808,1976-10-10,"Rome, Armed to the Teeth",7
16878,Drama,43418,2010-04-15,Beneath Hill 60,7
18175,Comedy,39693,2010-04-11,Echoes of the Rainbow,7
1845,Drama,1366,1976-11-21,Rocky,7
8583,Comedy,28504,1967-12-24,Spider Baby,7
21378,Comedy,185574,2013-04-13,Louis C.K.: Oh My God,7
44151,Romance,420481,2010-04-10,Путь к себе,7
16246,Drama,44160,2010-04-09,Honey,7
25595,Mystery,94674,1976-11-29,The Arrival of Joachim Stiller,7
35932,Mystery,42690,1967-12-22,Diabolically Yours,7
44820,Animation,26539,1976-12-02,Frosty's Winter Wonderland,7
3252,Music,42232,1976-12-05,Bound for Glory,7
11335,Drama,42236,1976-12-07,Fellini's Casanova,7
22128,Science Fiction,51859,2010-04-02,Trigun: Badlands Rumble,7
16153,Comedy,56648,1976-12-08,The Toy,7
1202,Drama,37247,1967-12-21,The Graduate,7
15129,Drama,35690,2010-03-31,The Last Song,7
20147,Comedy,72678,2010-03-31,Henry,7
18582,Family,215478,1976-12-17,The Little Mermaid,7
17668,Documentary,55244,2010-03-24,Bill Cunningham New York,7
35761,War,49719,1971-10-06,Zeppelin,7
16375,Drama,46207,2010-03-24,White Material,7
6770,Drama,11657,1970-10-19,Le Cercle Rouge,7
3219,Comedy,139058,1967-12-18,I'll Never Forget What's'isname,7
15017,Action,23483,2010-03-22,Kick-Ass,7
20375,Drama,93858,2012-02-14,Tabu,7
37060,Drama,61025,2010-03-16,The Dark Side Of Chocolate,7
17965,Documentary,53344,2010-03-15,Lemmy,7
27656,Action,189197,2010-03-15,The Pacific,7
5011,Comedy,38442,1967-12-15,The Firemen's Ball,7
38956,Family,11390,1971-10-08,The Olsen Gang in Jutland,7
25892,Animation,142563,2012-03-02,Fresh Guacamole,7
12802,Thriller,36226,1976-11-16,Chinese Roulette,7
17763,Documentary,72914,2010-04-16,"Fat, Sick & Nearly Dead",7
35015,Drama,184440,2013-04-09,Awaken,7
8758,Documentary,33324,1976-10-15,Harlan County U.S.A.,7
40542,War,231762,2010-04-30,8,7
39918,Drama,161915,1970-10-15,Ice,7
19255,Music,105978,2012-06-29,Neil Young Journeys,7
17385,Drama,45014,2010-04-28,Anton Chekhov's The Duel,7
9743,Thriller,29578,1976-10-24,The Seven-Per-Cent Solution,7
44285,Drama,117751,2012-06-29,Ustad Hotel,7
24290,Science Fiction,169250,1976-10-26,The Rat Savior,7
16625,Drama,43920,2010-04-24,Dog Pound,7
33732,Action,180651,2013-04-10,Fists of Legend,7
30346,Comedy,81021,2010-04-24,Spork,7
30359,Comedy,82114,1976-10-28,"Goodnight, Ladies and Gentlemen",7
38612,Documentary,129269,2010-04-24,Into the Universe with Stephen Hawking,7
25506,Comedy,52914,1976-10-29,Squadra antifurto,7
20912,Documentary,100224,1976-10-30,How Much Wood Would a Woodchuck Chuck,7
17829,Drama,85821,2010-04-23,Littlerock,7
7404,Drama,8075,1967-12-29,Weekend,7
3383,Drama,10774,1976-11-01,Network,7
1297,Horror,7340,1976-11-03,Carrie,7
3604,Action,17814,1976-11-05,Assault on Precinct 13,7
8664,Comedy,36404,1970-10-19,A Trip Down the River,7
13533,Documentary,62437,1971-10-08,Land of Silence and Darkness,7
16102,Foreign,103894,2010-04-22,Thieves by Law,7
15571,Action,37472,2010-04-21,Ip Man 2,7
16188,Drama,47979,2010-04-21,Vincent Wants to Sea,7
38508,Documentary,160859,2013-04-11,Elena,7
37556,Western,159281,1967-12-28,Two Faces of the Dollar,7
11891,Drama,27138,1976-11-14,Sybil,7
24757,Romance,199851,2013-04-12,Hawaii,7
42879,Comedy,194144,2013-05-12,"Pete Holmes: Nice Try, the Devil!",7
34453,Action,66013,1977-07-06,Death Duel,7
44511,Drama,63293,1967-06-06,Three Poplars on Plyuschikha Street,7
8790,Action,11537,1978-03-01,Snake in the Eagle's Shadow,7
27388,Foreign,127614,2012-03-09,Almost 18,7
16785,Comedy,25186,2009-10-16,Janky Promoters,7
14370,Action,24804,2009-10-16,Black Dynamite,7
29142,Drama,70349,1978-03-01,Beauty and the Beast,7
16361,Documentary,34576,2009-10-16,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,7
21683,Documentary,73590,2009-10-16,Synth Britannia,7
21333,Action,27957,2009-10-15,The Breath,7
14301,Drama,22803,2009-10-15,Law Abiding Citizen,7
40578,Comedy,72733,2009-10-15,Bangkok Traffic Love Story,7
18254,War,36662,1967-05-31,Dacii,7
18950,Comedy,258253,1978-03-06,Small Town of Anara,7
16723,Romance,183894,2009-10-11,Emma,7
37098,Animation,77859,1978-03-11,Ringing Bell,7
35809,Documentary,61662,1978-03-12,In girum imus nocte et consumimur igni,7
15946,Drama,46756,2009-10-10,The Temptation of St. Tony,7
35014,Comedy,36361,1978-03-15,House Calls,7
43784,Drama,65386,1971-07-26,Officers,7
10606,Romance,27031,1967-05-27,Samurai Rebellion,7
38957,Drama,76312,1978-03-19,Me and Charly,7
32643,Documentary,62323,2009-10-09,Vanishing of the Bees,7
7234,Horror,923,1978-09-02,Dawn of the Dead,7
15731,Documentary,39786,2009-10-09,Visual Acoustics,7
32993,Animation,196761,2013-06-08,Hal,7
38297,Drama,50451,2009-10-08,Micro Men,7
43942,Animation,8128,1978-03-01,The Sorcerer's Apprentice,7
14305,Drama,33806,2009-10-07,The Misfortunates,7
32283,Animation,278604,2009-10-17,"Family Guy Presents: Something, Something, Something, Dark Side",7
14972,Documentary,36970,2009-10-17,Oceans,7
28286,Drama,66178,2009-09-07,Plastic Bag,7
27450,Action,149690,1970-12-04,The Deserter,7
25245,Drama,82966,1967-06-07,Two Weeks in September,7
1367,Adventure,36040,1971-07-01,Walkabout,7
43469,Comedy,148697,1978-01-01,Avanak Apdi,7
43877,Comedy,55769,2009-10-28,Man Maid,7
16929,Drama,31412,1978-01-01,The Girl with the Red Scarf,7
32778,Drama,27935,1978-01-01,Ordinary Miracle,7
32551,Crime,167583,1978-01-02,Corleone,7
21054,Comedy,147773,2013-06-06,The Way Way Back,7
14378,Adventure,10315,2009-10-23,Fantastic Mr. Fox,7
34686,Adventure,20879,1967-06-06,Wedding in Malinovka,7
11619,Action,11841,1978-02-02,The 36th Chamber of Shaolin,7
32327,Comedy,200580,2013-06-06,Spud 2: The Madness Continues,7
19966,Drama,88284,2012-03-08,Barbara,7
3186,Drama,14839,1978-02-10,Blue Collar,7
23044,Drama,25541,2009-10-21,Brotherhood,7
22536,Documentary,159037,2013-06-07,The Square,7
17229,Drama,25541,2009-10-21,Brotherhood,7
15274,Drama,25846,2009-09-02,Baarìa,7
21425,Documentary,158999,2013-06-07,Blackfish,7
31766,Documentary,54734,2009-10-20,Small Potatoes: Who Killed the USFL?,7
14489,Drama,34653,2009-10-19,A Single Man,7
44609,Animation,69899,1967-06-06,The Mitten,7
2816,Drama,16642,1978-09-13,Days of Heaven,7
3377,Drama,11327,1978-09-12,Midnight Express,7
17978,Western,79094,1967-05-26,Return of Django,7
21193,Music,159032,2013-06-10,Pussy Riot: A Punk Prayer,7
14236,Comedy,19908,2009-10-07,Zombieland,7
27709,Drama,72985,2009-09-23,Grandmother,7
21443,Documentary,92506,2012-03-14,Four Horsemen,7
32584,Drama,66568,1967-04-26,The 25th Hour,7
25344,Horror,99261,1978-06-02,The Bloodstained Shadow,7
27757,Documentary,96574,2012-03-14,Gerhard Richter Painting,7
26260,Drama,32582,2009-09-22,The Message,7
34244,Comedy,68192,1978-06-06,Cabbages and Kings,7
10582,Action,2153,1978-06-08,The Driver,7
